,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,mileage,engine_size,horsepower,Seats,Price,Age
5252,Toyota Innova 2.5 G4 Diesel 8-seater,2017,33901,Diesel,Manual,First,12.8,2494,102,8,14.29,6
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,2011,57000,Diesel,Automatic,Second,14.94,2143,204,5,17.25,12
5254,Hyundai Elantra 1.6 SX,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5,7.5,10
5255,Maruti Ritz ZDi,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4.35,9
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5,8.9,7
5257,Hyundai Xcent 1.2 Kappa S,2016,146000,Petrol,Manual,Second,19.1,1197,82,5,3.5,7
5258,Honda City i DTEC V,2014,56002,Diesel,Manual,First,26,1498,98.6,5,6.1,9
5259,Renault KWID RXT,2016,8554,Petrol,Manual,First,25.17,799,53.3,5,3.2,7
5260,Toyota Etios Cross 1.4L VD,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,4.9,9
5261,Maruti Alto K10 VXI,2015,37929,Petrol,Manual,First,24.07,998,67.1,5,3.69,8
5262,Tata Tiago 1.2 Revotron XM Option,2016,5400,Petrol,Manual,First,23.84,1199,84,5,3.98,7
5263,Hyundai i20 1.4 CRDi Magna,2013,60000,Diesel,Manual,First,21.9,1396,90,5,2.95,10
5264,Audi A4 2.0 TDI,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5,15.21,9
5265,Maruti Swift VDI,2015,62000,Diesel,Manual,First,28.4,1248,74,5,6.3,8
5266,Volkswagen Ameo 1.2 MPI Highline,2017,14576,Petrol,Manual,First,17,1198,73.75,5,6.69,6
5267,Honda BRV i-VTEC V CVT,2017,17000,Petrol,Automatic,First,16,1497,117.3,7,9.5,6
5268,Hyundai i20 Asta,2009,28000,Petrol,Manual,First,17,1197,80,5,2.65,14
5269,Hyundai Santa Fe 4X4,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,7.5,11
5270,Honda City 1.5 GXI,2002,53000,Petrol,Manual,Second,0,,,,1.85,21
5271,Maruti Celerio ZXI Optional AMT,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,5.63,5
5272,Hyundai Creta 1.6 SX,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,11.78,5
5273,Tata Indica V2 DL BSIII,2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5,0.85,19
5274,Volkswagen Vento Petrol Highline,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,3.35,12
5275,Maruti Celerio VXI,2015,60586,Petrol,Manual,First,23.1,998,67.04,5,4.11,8
5276,Mercedes-Benz CLA 200 D Sport Edition,2015,13500,Diesel,Automatic,First,17.9,2143,136,5,25.51,8
5277,Maruti Alto 800 LXI,2017,30000,Petrol,Manual,First,22.74,796,47.3,5,3.1,6
5278,Ford Endeavour 3.2 Titanium AT 4X4,2018,12000,Diesel,Automatic,First,10.91,3198,197,7,33.5,5
5279,Tata Zest Revotron 1.2T XE,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5,4.8,6
5280,Volkswagen Vento 1.6 Comfortline,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5,3.49,9
5281,Maruti Ertiga ZXI,2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7,5.15,11
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,2011,100000,Diesel,Automatic,First,14,2987,224,5,14.41,12
5283,Volkswagen Polo 1.2 MPI Highline,2014,13710,Petrol,Manual,First,16.2,1199,74,5,4.75,9
5284,Toyota Fortuner 4x2 AT,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,19,8
5285,Maruti Celerio VXI,2017,17000,Petrol,Manual,First,23.1,998,67.04,5,4.9,6
5286,BMW 3 Series 320d Corporate Edition,2008,89000,Diesel,Automatic,Second,16.07,1995,181,4,6.3,15
5287,Honda City ZX VTEC,2006,100173,Petrol,Manual,Second,16.9,1497,100,5,2.4,17
5288,Mitsubishi Cedia Sports,2009,97000,Petrol,Manual,First,13.17,1999,114,5,3,14
5289,Renault Pulse Petrol RxL,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,4.25,7
5290,Volkswagen Polo 1.5 TDI Highline,2016,29647,Diesel,Manual,First,20.14,1498,88,5,6.3,7
5291,Maruti Baleno RS Petrol,2018,43639,Petrol,Manual,First,21.1,998,100,5,8.15,5
5292,Hyundai i10 Magna,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5,3.22,11
5293,Hyundai i20 1.2 Spotz,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,7.65,5
5294,BMW Z4 2009-2013 35i,2011,25000,Petrol,Automatic,First,10.37,2979,306,2,30,12
5295,Hyundai i10 Sportz 1.2,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5,2.3,13
5296,Mini Cooper S Carbon Edition,2012,18000,Petrol,Automatic,First,13.6,1598,181,4,22,11
5297,Honda Brio V MT,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5,3.28,11
5298,Maruti Ciaz ZXi Option,2016,25418,Petrol,Manual,First,20.73,1373,91.2,5,7.09,7
5299,Maruti Swift Dzire ZDi,2013,38995,Diesel,Manual,First,19.3,1248,73.9,5,6.46,10
5300,Volkswagen Polo Diesel Comfortline 1.2L,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5,4,11
5301,BMW X1 sDrive20d,2011,72000,Diesel,Automatic,First,17.05,1995,184,5,11,12
5302,Audi Q7 3.0 TDI Quattro Premium Plus,2016,31075,Diesel,Automatic,Second,12.07,2967,241.4,7,49.79,7
5303,Ford Figo 1.5D Trend MT,2015,4311,Diesel,Manual,First,25.83,1498,99,5,4.8,8
5304,BMW 3 Series Luxury Line,2017,21000,Diesel,Automatic,First,21.76,1995,190,5,35,6
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,2011,54000,Diesel,Automatic,First,14,2987,224,5,21.99,12
5306,Maruti Wagon R LX BSIII,2007,50000,Petrol,Manual,Second,17.3,1061,64,5,1.1,16
5307,Maruti Baleno Zeta 1.2,2018,13000,Petrol,Manual,First,21.4,1197,83.1,5,6.6,5
5308,Maruti Dzire VXI,2013,74000,Petrol,Manual,First,22,1197,81.8,5,4.5,10
5309,Chevrolet Aveo U-VA 1.2 LT,2009,75000,Petrol,Manual,Second,14.7,1150,76,5,1,14
5310,Volkswagen Polo 1.5 TDI Highline,2017,25000,Diesel,Manual,First,20.14,1498,88,5,6.9,6
5311,Land Rover Freelander 2 TD4 SE,2012,139000,Diesel,Automatic,First,0,2179,115,5,16.75,11
5312,Audi Q5 30 TDI quattro Premium,2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5,25.49,8
5313,Audi A6 35 TDI Matrix,2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5,35.5,8
5314,Hyundai Grand i10 1.2 CRDi Sportz,2018,32663,Diesel,Manual,First,24,1186,73.97,5,6.28,5
5315,Mahindra Scorpio SLE BSIV,2012,76777,Diesel,Manual,Second,12.05,2179,120,8,4.88,11
5316,Tata Bolt Quadrajet XE,2016,100303,Diesel,Manual,First,22.95,1248,74,5,3.7,7
5317,Hyundai EON Era Plus,2015,43993,Petrol,Manual,First,21.1,814,55.2,5,3.45,8
5318,Mahindra Scorpio S8 8 Seater,2016,72118,Diesel,Manual,First,15.4,2179,120,8,10.23,7
5319,Honda Aord 2001-2003 2.0 AT,2010,83000,Petrol,Automatic,Second,11.1,2354,142,5,6.5,13
5320,Volkswagen Polo 1.2 MPI Highline,2016,7523,Petrol,Manual,First,16.2,1199,74,5,6.15,7
5321,Maruti Eeco 7 Seater Standard,2014,34670,Petrol,Manual,First,15.1,1196,73,7,2.9,9
5322,Hyundai Grand i10 CRDi Sportz,2016,30000,Diesel,Manual,First,24,1120,70,5,5.5,7
5323,Ford Endeavour 3.2 Titanium AT 4X4,2017,17000,Diesel,Automatic,First,10.91,3198,197,7,31,6
5324,Hyundai Grand i10 1.2 CRDi Sportz,2015,59261,Diesel,Manual,First,24,1186,73.97,5,4.25,8
5325,Maruti Swift VDI,2016,65210,Diesel,Manual,First,22.9,1248,74,5,5.48,7
5326,Hyundai i20 1.2 Asta Option,2016,19000,Petrol,Manual,First,18.6,1197,81.83,5,7.25,7
5327,Maruti Swift Dzire VXi,2012,50000,Petrol,Manual,First,17.5,1298,85.8,5,3,11
5328,BMW 3 Series 320d Luxury Line,2015,47000,Diesel,Automatic,First,22.69,1995,190,5,29.5,8
5329,Honda City ZX GXi,2007,75000,Petrol,Manual,Second,17.7,1497,78,5,1.49,16
5330,Hyundai i10 Sportz 1.2 AT,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5,3.65,10
5331,Ford Ecosport Signature Edition Diesel,2018,13000,Diesel,Manual,First,23,1498,98.96,5,10.9,5
5332,Maruti Celerio ZXI MT,2015,48808,Petrol,Manual,First,23.1,998,67.04,5,4.3,8
5333,Maruti Ertiga VDI,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7,6.11,11
5334,Toyota Innova 2.5 V Diesel 8-seater,2015,64771,Diesel,Manual,First,12.8,2494,102,8,15.5,8
5335,Honda City i VTEC SV,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5,6.9,7
5336,Maruti Swift Dzire VXI,2012,69242,Petrol,Manual,First,19.1,1197,85.8,5,4.69,11
5337,Maruti Ritz LXi,2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,3.19,12
5338,Hyundai i20 Sportz AT 1.4,2012,55000,Petrol,Automatic,Second,15,1396,98.6,5,3.75,11
5339,Hyundai i20 Active SX Dual Tone Petrol,2019,1000,Petrol,Manual,First,17.19,1197,81.86,5,8.6,4
5340,Honda City 1.5 E MT,2011,80000,Petrol,Manual,Second,17,1497,118,5,3.85,12
5341,Porsche Cayenne S Diesel,2016,65003,Diesel,Automatic,First,13.6,4134,382,5,67.83,7
5342,Honda Amaze VX i-VTEC,2019,16573,Petrol,Manual,First,17.8,1198,86.7,5,9.31,4
5343,Honda Civic 2006-2010 1.8 S AT,2008,152633,Petrol,Automatic,First,12.9,1799,130,5,3,15
5344,Hyundai i20 Magna 1.2,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,5.5,8
5345,Hyundai Creta 1.6 CRDi SX,2017,50129,Diesel,Manual,First,19.67,1582,126.2,5,13.3,6
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,23,10
5347,Maruti Alto 800 2016-2019 LXI,2018,11000,Petrol,Manual,First,24.7,796,47.3,5,3.35,5
5348,BMW X1 sDrive 20d Exclusive,2012,115000,Diesel,Automatic,Third,15.06,1995,177,5,10,11
5349,Hyundai i10 Magna,2013,63265,Petrol,Manual,First,20.36,1197,78.9,5,2.95,10
5350,Volkswagen Ameo 1.5 TDI Highline,2016,20000,Diesel,Manual,First,21.66,1498,108.62,5,6.75,7
5351,Volkswagen Polo Petrol Highline 1.2L,2010,79000,Petrol,Manual,Third,16.47,1198,73.9,5,2.44,13
5352,Maruti Ciaz VXi Plus,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,5.85,8
5353,Volkswagen Polo GT TSI,2015,26323,Petrol,Automatic,First,17.21,1197,103.5,5,7.4,8
5354,Hyundai Xcent 1.1 CRDi Base,2016,76000,Diesel,Manual,First,24.4,1120,71,5,3.8,7
5355,Honda Civic 2006-2010 1.8 S MT,2008,69972,Petrol,Manual,First,13.5,1799,130,5,3.8,15
5356,Honda City ZX GXi,2008,69000,Petrol,Manual,First,17.7,1497,78,5,2.7,15
5357,Mahindra Bolero ZLX,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,7.21,7
5358,Honda City i VTEC V,2016,29512,Petrol,Manual,First,17.4,1497,117.3,5,7.9,7
5359,Hyundai Xcent 1.2 CRDi S,2017,51000,Diesel,Manual,First,25.4,1186,73.97,5,4.2,6
5360,Renault Duster 110PS Diesel RxL,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,5.75,9
5361,Maruti A-Star AT VXI,2013,56500,Petrol,Automatic,First,16.98,998,66.1,5,3.45,10
5362,Audi A4 2.0 TDI 177  Premium Plus,2014,29063,Diesel,Automatic,First,17.11,1968,174.33,5,25.75,9
5363,Mahindra XUV500 W8 2WD,2018,46811,Diesel,Manual,First,16,2179,140,7,16.59,5
5364,Renault Pulse Petrol RxZ,2014,31897,Petrol,Manual,First,18.06,1198,74.96,5,4.69,9
5365,BMW 3 Series 320d,2009,52100,Diesel,Automatic,Second,13.2,1995,170,5,7.5,14
5366,Toyota Innova Crysta 2.4 GX MT,2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,16.5,7
5367,Honda City 1.5 S MT,2009,31423,Petrol,Manual,First,17,1497,118,5,1.99,14
5368,Maruti Swift VDI,2014,75180,Diesel,Manual,First,22.9,1248,74,5,5.25,9
5369,Renault Duster 110PS Diesel RxZ Plus,2013,75000,Diesel,Manual,Second,19.64,1461,108.45,5,5.4,10
5370,Volkswagen Polo 1.2 MPI Comfortline,2014,15000,Petrol,Manual,First,16.47,1198,74,5,3.9,9
5371,Hyundai i20 Active 1.2 S,2015,12000,Petrol,Manual,First,17.19,1197,81.86,5,5.8,8
5372,BMW 5 Series 2013-2017 520d Luxury Line,2014,32000,Diesel,Automatic,First,18.12,1995,190,5,30.5,9
5373,Maruti Swift Dzire LDI,2017,44504,Diesel,Manual,First,23.4,1248,74,5,5.6,6
5374,Mercedes-Benz M-Class ML 350 4Matic,2012,66000,Diesel,Automatic,First,0,2987,165,5,23,11
5375,Maruti Swift LDI,2015,39437,Diesel,Manual,First,28.4,1248,74,5,5.15,8
5376,Hyundai Verna 1.6 CRDI AT SX Option,2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5,9.48,6
5377,Tata Nano XTA,2016,17800,Petrol,Automatic,Second,21.9,624,37.48,4,2.38,7
5378,Maruti Swift Dzire LXi,2009,71346,Petrol,Manual,First,17.5,1298,85.8,5,3.8,14
5379,Hyundai i20 Asta Option 1.2,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,5.5,8
5380,Hyundai i20 1.2 Sportz,2010,85155,Petrol,Manual,First,17,1197,80,5,3.55,13
5381,Maruti Ciaz ZXi,2015,48823,Petrol,Manual,First,20.73,1373,91.1,5,6.35,8
5382,Land Rover Range Rover 2.2L Prestige,2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5,36,8
5383,Tata Indigo LX BSII,2005,92000,Diesel,Manual,Second,16.1,1405,70,5,1.1,18
5384,Tata Zest Revotron 1.2T XM,2014,36000,Petrol,Manual,First,17.57,1193,88.7,5,3.7,9
5385,Mahindra XUV500 W10 1.99 mHawk,2016,24569,Diesel,Manual,First,16,1997,140,7,13.5,7
5386,Honda Aord 2.4 AT,2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,2.85,15
5387,Tata Nano Twist XT,2015,25811,Petrol,Manual,Second,25.4,624,37.5,4,2.13,8
5388,Hyundai Elantra CRDi S,2015,65000,Diesel,Manual,First,22.7,1582,126.2,5,7.75,8
5389,Tata Indica V2 eLS,2017,100400,Diesel,Manual,First,25,1396,69,5,2.85,6
5390,Honda Amaze S i-Dtech,2014,76414,Diesel,Manual,First,25.8,1498,98.6,5,4.95,9
5391,Mahindra XUV500 W8 2WD,2012,82103,Diesel,Manual,First,15.1,2179,140,7,6.2,11
5392,BMW X3 xDrive 20d Expedition,2013,98000,Diesel,Automatic,First,18.56,1995,190,5,17.5,10
5393,Hyundai Grand i10 1.2 Kappa Magna,2010,45252,Petrol,Manual,First,18.9,1197,81.86,5,2.25,13
5394,Maruti Baleno Zeta 1.2,2017,10300,Petrol,Manual,First,21.4,1197,83.1,5,6.75,6
5395,Hyundai Verna 1.6 CRDi AT SX,2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5,9.73,7
5396,Maruti Ertiga VDI,2018,51236,Diesel,Manual,First,25.47,1248,88.5,7,8.49,5
5397,Mini Cooper S Carbon Edition,2013,52000,Petrol,Automatic,First,13.6,1598,181,4,25,10
5398,Maruti Ritz ZDi,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,5.59,8
5399,Skoda Laura L n K 1.9 PD AT,2011,68000,Diesel,Automatic,First,15.6,1896,106,5,4.8,12
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,5.45,9
5401,Hyundai i20 2015-2017 Sportz 1.2,2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,6.5,6
5402,Honda Brio E MT,2015,16000,Petrol,Manual,First,19.4,1198,86.8,5,4.35,8
5403,Honda Amaze S i-Dtech,2013,46992,Diesel,Manual,First,25.8,1498,98.6,5,3.75,10
5404,BMW 5 Series 2003-2012 520d,2010,170000,Diesel,Automatic,Third,18.48,1995,177,5,12,13
5405,Audi Q7 3.0 TDI Quattro Premium Plus,2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,32,9
5406,Hyundai Grand i10 CRDi Magna,2015,50000,Diesel,Manual,Second,24,1120,70,5,4,8
5407,Nissan Micra Diesel XV,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,2.6,12
5408,Hyundai Grand i10 Sportz,2016,26946,Petrol,Manual,First,18.9,1197,82,5,4.45,7
5409,Hyundai EON Era,2015,28700,Petrol,Manual,First,21.1,814,55.2,5,2.6,8
5410,Mercedes-Benz New C-Class C250 Avantgarde,2011,60000,Petrol,Automatic,First,11.74,1796,186,5,16,12
5411,Land Rover Range Rover 2.2L Pure,2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5,32.5,9
5412,Mahindra Ssangyong Rexton RX7,2016,39000,Diesel,Automatic,First,11.18,2696,184,7,13.85,7
5413,Maruti Ciaz 1.4 Delta,2018,7784,Petrol,Manual,First,20.73,1373,91.1,5,8.76,5
5414,Mercedes-Benz R-Class R350 4Matic Long,2014,45710,Petrol,Automatic,First,11.8,3498,272,7,23.68,9
5415,Maruti Dzire AMT VXI,2017,42000,Petrol,Automatic,First,22,1197,81.8,5,5.5,6
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,2013,75995,Diesel,Automatic,Second,11.49,4367,335.3,5,65.81,10
5417,Renault Duster 110PS Diesel RxZ,2013,57000,Diesel,Manual,First,19.01,1461,108.45,5,4.99,10
5418,Hyundai Verna 1.6 SX,2013,85350,Diesel,Manual,Second,22.32,1582,126.32,5,5.7,10
5419,Toyota Corolla Altis 1.8 VL CVT,2016,82725,Petrol,Automatic,First,14.28,1798,138.03,5,11.99,7
5420,BMW 3 Series Sport,2016,19000,Diesel,Automatic,Second,21.76,1995,190,5,29.99,7
5421,Ford EcoSport 1.5 Ti VCT MT Signature,2018,13900,Petrol,Manual,First,18.88,1499,110.4,5,9.5,5
5422,Maruti Swift VDI BSIV,2014,108000,Diesel,Manual,First,25.2,1248,74,5,5.5,9
5423,Hyundai Santa Fe 4x4 AT,2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,23,7
5424,Tata Indica V2 DLS,2013,62188,Diesel,Manual,First,17.2,1396,53.5,5,2.95,10
5425,Hyundai Grand i10 CRDi Sportz,2015,58397,Diesel,Manual,First,24,1120,70,5,4.9,8
5426,Hyundai Santro Xing XL,2006,85000,Petrol,Manual,Third,0,1086,null ,5,1.3,17
5427,Maruti Wagon R VXI AMT,2016,30000,Petrol,Automatic,First,22.5,998,67,5,4.25,7
5428,Mahindra XUV500 W10 2WD,2018,29907,Diesel,Manual,First,16,2179,140,7,16.36,5
5429,Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,9.95,14
5430,Volkswagen Vento Diesel Highline,2012,65000,Diesel,Manual,First,20.54,1598,103.6,5,5.5,11
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,22000,Diesel,Manual,First,24.3,1248,88.5,5,8.25,7
5432,Maruti Zen LX,2002,99024,Petrol,Manual,First,17.3,993,60,5,0.95,21
5433,Hyundai i10 Era,2016,34952,Petrol,Manual,First,19.81,1086,68.05,5,4.01,7
5434,Honda WR-V Edge Edition i-VTEC S,2019,13913,Petrol,Manual,First,17.5,1199,88.7,5,8.2,4
5435,Honda City i DTEC VX,2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5,6.2,9
5436,Toyota Fortuner 4x2 4 Speed AT,2012,97000,Diesel,Automatic,First,11.5,2982,169,7,16.75,11
5437,Mahindra XUV500 AT W10 FWD,2017,21000,Diesel,Automatic,First,16,2179,140,7,16.5,6
5438,Ford Endeavour XLT TDCi 4X4,2007,116000,Diesel,Manual,Third,10.9,2499,null ,7,3.75,16
5439,Ford Figo Diesel ZXI,2012,110438,Diesel,Manual,First,20,1399,68.05,5,3.5,11
5440,Honda Jazz 1.2 V CVT i VTEC,2017,66507,Petrol,Automatic,Second,19,1199,88.7,5,5.43,6
5441,Ford Endeavour 3.2 Titanium AT 4X4,2017,54650,Diesel,Automatic,First,10.91,3198,197,7,30.35,6
5442,Nissan Sunny XL CVT,2014,32000,Petrol,Automatic,First,17.97,1498,99.6,5,7.99,9
5443,Skoda Octavia Ambiente 1.9 TDI MT,2011,75378,Diesel,Manual,First,18.7,1896,66,5,3.59,12
5444,Chevrolet Beat Diesel LT,2012,82697,Diesel,Manual,First,25.44,936,57.6,5,1.9,11
5445,Toyota Camry W2 (AT),2009,135000,Petrol,Automatic,First,12.1,2362,164.7,5,4.7,14
5446,Renault Duster 110PS Diesel RxZ,2012,149000,Diesel,Manual,First,19.01,1461,108.45,5,7.25,11
5447,Mercedes-Benz GLA Class 200 d Style,2016,26212,Diesel,Automatic,First,17.9,2143,136,5,24.46,7
5448,Tata Zest Revotron 1.2T XMS,2014,23500,Petrol,Manual,Second,17.57,1193,88.7,5,3.9,9
5449,Hyundai i20 1.2 Magna,2013,56127,Petrol,Manual,First,18.5,1197,80,5,5.15,10
5450,Maruti Wagon R VXI AMT1.2,2015,26000,Petrol,Automatic,First,21.5,1197,81.8,5,3.65,8
5451,Hyundai Xcent 1.2 CRDi S,2016,26000,Diesel,Manual,First,25.4,1186,73.97,5,5,7
5452,Honda City 1.5 S MT,2009,42000,Petrol,Manual,First,17,1497,118,5,2.3,14
5453,Hyundai Aent GLE,2001,130000,Petrol,Manual,Second,13.2,1495,94,5,0.75,22
5454,Hyundai Verna Xi (Petrol),2009,137148,Petrol,Manual,Second,13.9,1599,103.2,5,1.85,14
5455,Ford Figo Petrol ZXI,2010,114703,Petrol,Manual,First,15.6,1196,70,5,1.8,13
5456,Honda Amaze S i-Dtech,2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,4.41,9
5457,Maruti Wagon R LX BSII,2006,40000,Petrol,Manual,First,18.9,998,67.1,5,2,17
5458,Maruti Swift VDI BSIV,2014,81609,Diesel,Manual,First,17.8,1248,null ,5,5.55,9
5459,Mercedes-Benz E-Class Facelift,2014,28000,Diesel,Automatic,First,13,2987,258,5,31.75,9
5460,Audi A6 2011-2015 35 TDI Technology,2015,37500,Diesel,Automatic,First,17.68,1968,174.33,5,32,8
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,37000,Diesel,Automatic,First,13.5,2987,282,5,21,13
5462,Maruti Swift Dzire LDi,2010,83000,Diesel,Manual,First,19.3,1248,73.9,5,2.75,13
5463,Toyota Corolla H2,2005,79012,Petrol,Manual,First,13.4,1794,125,5,2.64,18
5464,Mahindra Scorpio S10 7 Seater,2018,27395,Diesel,Manual,First,15.4,2179,120,7,14.19,5
5465,Maruti Wagon R VXI,2017,35362,Petrol,Manual,First,22.5,998,67.04,5,3.85,6
5466,Toyota Fortuner 4x2 Manual,2014,117000,Diesel,Manual,First,13,2982,168.5,7,15.5,9
5467,Maruti Zen Estilo 1.1 LX BSIII,2010,23000,Petrol,Manual,First,18.2,1061,64,5,1.9,13
5468,Tata Nano CX,2014,59508,Petrol,Manual,First,25.4,624,37.48,4,1.26,9
5469,Hyundai i20 Magna,2009,69000,Petrol,Manual,Second,18.5,1197,80,5,2.4,14
5470,BMW 3 Series 320d,2010,58000,Diesel,Automatic,First,22.69,1995,190,5,11.5,13
5471,Mahindra XUV500 W6 2WD,2014,88511,Diesel,Manual,First,16,2179,140,7,8.25,9
5472,Volkswagen Vento IPL II Petrol Trendline,2011,66000,Petrol,Manual,First,15.8,1598,105,5,2.75,12
5473,Skoda Fabia 1.2 MPI Classic,2009,65000,Petrol,Manual,Second,17.5,1198,70,5,1.4,14
5474,Tata Nano Twist XT,2015,30676,Petrol,Manual,First,25.4,624,37.5,4,2.9,8
5475,Ford Figo Diesel EXI,2011,76000,Diesel,Manual,First,20,1399,68,5,2.4,12
5476,Volkswagen Vento IPL II Petrol Highline AT,2013,23627,Petrol,Automatic,First,14.8,1598,105,5,4.75,10
5477,Land Rover Range Rover HSE Dynamic,2018,52827,Diesel,Automatic,First,12.7,2179,187.7,5,44.76,5
5478,Honda City i DTEC SV,2015,64465,Diesel,Manual,First,26,1498,98.6,5,6.22,8
5479,Renault KWID Climber 1.0 AMT,2018,14000,Petrol,Automatic,First,22.5,999,67,5,4.5,5
5480,Hyundai Grand i10 Asta Option,2015,26000,Petrol,Manual,First,18.9,1197,82,5,4.25,8
5481,Chevrolet Cruze LTZ AT,2011,78203,Diesel,Automatic,First,18.1,1991,147.9,4,5.5,12
5482,Hyundai i20 1.4 Asta,2017,27000,Diesel,Manual,First,22.54,1396,88.73,5,6.95,6
5483,Maruti Alto K10 VXI AGS,2018,31919,Petrol,Automatic,First,24.07,998,67.1,5,4.56,5
5484,Hyundai Creta 1.6 SX Option Diesel,2016,47392,Diesel,Manual,First,20.5,1582,126.2,5,13.82,7
5485,Honda Amaze VX i-Vtech,2016,17362,Petrol,Manual,First,18,1198,86.7,5,5.65,7
5486,Hyundai i20 Active 1.4 SX Dual Tone,2016,49716,Diesel,Manual,First,21.19,1396,88.73,5,6.2,7
5487,Maruti Celerio VXI,2014,48000,Petrol,Manual,First,23.1,998,67.04,5,3.25,9
5488,Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,8.5,14
5489,Hyundai Verna 1.4 CRDi,2016,79000,Diesel,Manual,First,24.8,1396,88.7,5,7.25,7
5490,Renault Fluence Diesel E4,2013,57000,Diesel,Manual,First,21.8,1461,78,5,4.61,10
5491,Volkswagen Polo 1.2 MPI Highline,2016,29754,Petrol,Manual,First,16.2,1199,74,5,5.3,7
5492,Tata Indigo LX,2012,50123,Diesel,Manual,First,17,1405,70,5,1.9,11
5493,Hyundai i10 Sportz,2012,57184,Petrol,Manual,First,20.36,1197,78.9,5,3.09,11
5494,BMW 7 Series 730Ld Sedan,2007,75000,Diesel,Automatic,Second,16.46,2993,258,5,9.5,16
5495,Hyundai Creta 1.6 CRDi AT SX Plus,2015,26000,Diesel,Automatic,First,17.01,1582,126.2,5,12.65,8
5496,Hyundai Grand i10 Magna,2016,22129,Petrol,Manual,First,18.9,1197,82,5,4.25,7
5497,Maruti Ritz VDi,2011,127887,Diesel,Manual,First,21.1,1248,73.9,5,2.95,12
5498,Mahindra Scorpio 2.6 SLX CRDe,2006,92000,Diesel,Manual,First,10.5,2179,120,8,3.45,17
5499,Hyundai i10 Era,2011,60634,Petrol,Manual,First,19.81,1086,68.05,5,3.3,12
5500,Tata Safari Storme 2012-2015 VX,2014,90000,Diesel,Manual,First,14,2179,138.1,7,8,9
5501,Honda Civic 2006-2010 1.8 V MT,2009,59000,Petrol,Manual,First,13.5,1799,130,5,2.71,14
5502,Maruti Zen Estilo LXI BSIII,2012,59293,Petrol,Manual,First,18.2,998,67.1,5,2.7,11
